torso_tilt,left_angle,right_angle,label
27.87,93.23,97.41,1.0
27.93,93.11,98.15,1.0
28.34,92.39,98.57,1.0
27.86,92.99,98.2,1.0
27.8,92.31,98.38,1.0
28.15,92.26,98.69,1.0
28.0,91.88,98.93,1.0
27.97,91.7,99.07,1.0
27.66,91.78,98.51,1.0
27.16,91.74,98.14,1.0
27.16,93.87,94.88,1.0
28.44,93.63,94.66,1.0
28.68,96.86,93.15,1.0
29.13,98.03,93.09,1.0
29.9,101.44,91.19,1.0
29.05,101.58,91.18,1.0
26.97,100.87,90.06,1.0
26.04,102.13,88.54,1.0
25.82,103.08,87.42,1.0
25.76,102.57,87.63,1.0
25.85,102.03,87.75,1.0
25.94,101.77,88.0,1.0
25.86,102.83,86.58,1.0
25.0,102.18,87.37,1.0
24.93,102.46,87.16,1.0
25.07,103.55,85.83,1.0
25.0,102.87,86.34,1.0
25.26,102.48,86.83,1.0
25.46,101.41,87.52,1.0
25.65,100.45,88.36,1.0
25.92,98.87,89.85,1.0
26.23,98.53,90.1,1.0
26.26,98.49,90.19,1.0
25.57,99.72,89.02,1.0
25.23,102.21,86.9,1.0
26.1,102.05,88.17,1.0
27.25,100.51,89.89,1.0
27.61,97.87,91.68,1.0
28.85,101.12,88.65,1.0
29.25,102.73,87.88,1.0
29.69,101.7,89.03,1.0
29.99,103.0,88.56,1.0
30.28,102.79,88.79,1.0
30.07,101.79,89.37,1.0
29.99,101.73,89.31,1.0
30.08,101.75,89.18,1.0
30.15,102.35,88.28,1.0
30.66,103.21,87.72,1.0
30.25,102.39,88.43,1.0
30.22,102.34,88.33,1.0
30.08,102.97,87.51,1.0
30.39,103.8,87.05,1.0
30.75,104.38,86.69,1.0
30.92,104.41,86.84,1.0
31.14,104.48,86.89,1.0
31.56,104.74,86.99,1.0
30.71,105.08,86.1,1.0
30.49,105.09,85.96,1.0
30.53,104.15,86.93,1.0
31.07,104.7,86.46,1.0
31.77,106.17,85.21,1.0
31.7,106.71,84.65,1.0
31.49,107.11,84.37,1.0
30.96,108.16,83.4,1.0
30.81,108.08,83.54,1.0
30.93,107.77,83.61,1.0
30.8,106.59,84.3,1.0
30.64,106.06,84.35,1.0
30.64,105.63,84.21,1.0
30.93,104.76,84.93,1.0
31.17,104.68,85.3,1.0
31.34,105.23,84.83,1.0
31.75,105.85,84.23,1.0
31.96,105.83,84.16,1.0
32.03,105.77,84.01,1.0
32.22,105.42,84.16,1.0
32.52,105.64,84.04,1.0
31.86,106.32,83.92,1.0
30.35,105.96,84.46,1.0
27.87,103.47,85.98,1.0
27.59,101.99,87.46,1.0
26.76,102.35,86.41,1.0
26.95,102.0,86.7,1.0
26.45,101.64,86.77,1.0
26.15,101.14,86.93,1.0
26.02,101.65,86.42,1.0
25.75,103.65,85.23,1.0
26.86,105.88,84.75,1.0
26.99,103.15,87.29,1.0
27.91,101.46,88.97,1.0
28.52,98.48,91.35,1.0
30.0,105.04,86.23,1.0
29.18,108.11,85.25,1.0
31.04,114.01,81.7,1.0
24.86,110.32,80.72,1.0
28.17,115.01,77.6,1.0
30.34,118.76,74.06,1.0
33.02,116.94,77.52,1.0
25.88,111.38,76.76,1.0
26.17,106.38,82.03,1.0
26.91,103.21,86.05,1.0
29.45,104.88,86.22,1.0
29.78,105.31,85.66,1.0
30.77,109.07,82.18,1.0
31.57,108.7,82.37,1.0
31.57,107.44,82.99,1.0
31.76,107.67,82.78,1.0
31.65,107.07,83.25,1.0
30.28,107.17,83.51,1.0
29.53,105.42,84.73,1.0
27.95,103.57,86.22,1.0
26.89,103.21,86.26,1.0
26.81,104.03,86.63,1.0
26.7,104.38,87.29,1.0
27.17,103.28,87.78,1.0
27.27,102.73,87.28,1.0
26.86,102.27,87.21,1.0
26.62,100.37,88.44,1.0
26.76,100.97,87.77,1.0
26.01,101.23,86.54,1.0
25.8,102.24,85.3,1.0
25.88,103.33,84.6,1.0
25.79,104.25,83.73,1.0
25.96,105.28,82.93,1.0
26.42,105.0,83.53,1.0
27.04,104.66,84.4,1.0
27.63,102.78,86.3,1.0
29.16,98.59,90.47,1.0
29.21,98.52,90.85,1.0
29.25,98.53,90.87,1.0
28.63,100.53,88.51,1.0
28.49,102.88,86.02,1.0
28.02,103.81,84.98,1.0
28.78,101.56,86.65,1.0
28.3,99.96,91.27,1.0
29.95,104.52,86.19,1.0
29.72,103.57,87.52,1.0
30.0,102.91,87.58,1.0
30.8,101.15,88.44,1.0
31.4,100.81,88.53,1.0
31.45,101.08,88.66,1.0
31.67,101.72,88.45,1.0
31.81,101.89,88.51,1.0
31.68,102.35,87.96,1.0
30.85,105.74,85.45,1.0
30.24,104.82,86.52,1.0
29.22,103.74,87.46,1.0
27.86,103.96,87.27,1.0
27.6,98.14,92.58,1.0
27.44,95.69,94.56,1.0
27.77,100.09,91.97,1.0
27.5,97.21,94.27,1.0
27.53,95.72,95.66,1.0
27.86,93.72,97.22,1.0
28.17,94.16,97.2,1.0
27.76,94.93,97.13,1.0
26.5,97.49,93.4,1.0
31.92,101.79,93.61,1.0
36.02,107.43,92.13,1.0
36.58,126.27,74.84,1.0
43.1,108.39,94.43,1.0
48.36,102.24,103.48,1.0
47.63,99.76,105.13,1.0
43.66,97.12,103.95,1.0
37.92,93.52,101.68,1.0
39.89,93.37,101.47,1.0
37.49,94.19,101.57,1.0
36.09,91.75,103.06,1.0
31.65,83.7,109.44,1.0
26.02,70.46,118.05,1.0
22.5,66.97,120.36,1.0
26.66,79.8,111.31,1.0
27.09,75.15,118.52,1.0
24.79,71.13,121.62,1.0
17.91,70.36,116.54,1.0
17.11,68.27,118.31,1.0
23.68,73.22,119.49,1.0
31.92,89.95,105.66,1.0
27.43,93.53,96.69,1.0
27.56,93.58,96.07,1.0
27.42,93.17,96.27,1.0
28.1,91.58,98.42,1.0
28.65,91.72,98.67,1.0
28.54,92.26,97.61,1.0
28.46,92.65,96.87,1.0
29.01,93.12,96.81,1.0
29.17,93.27,96.67,1.0
29.08,94.59,95.26,1.0
28.09,94.04,95.17,1.0
26.67,93.49,96.93,1.0
26.19,93.45,95.98,1.0
26.81,92.47,97.92,1.0
27.07,92.89,97.92,1.0
27.55,94.05,97.47,1.0
27.44,94.42,96.84,1.0
28.59,95.72,94.45,1.0
28.84,95.88,94.36,1.0
28.53,95.9,94.15,1.0
28.33,95.49,94.7,1.0
28.09,94.57,95.76,1.0
27.87,94.1,96.29,1.0
27.83,93.95,96.58,1.0
27.89,94.15,95.87,1.0
29.14,95.28,94.52,1.0
29.47,96.48,92.62,1.0
30.18,97.77,91.12,1.0
26.74,97.3,91.13,1.0
26.57,94.66,93.78,1.0
27.11,89.75,99.44,1.0
27.33,89.52,100.42,1.0
27.44,88.42,101.67,1.0
27.63,87.12,103.43,1.0
27.89,87.33,103.43,1.0
27.99,87.29,103.44,1.0
28.03,87.48,103.09,1.0
28.11,87.43,103.14,1.0
26.87,87.1,102.67,1.0
25.2,88.85,100.32,1.0
25.59,89.95,97.83,1.0
24.99,86.82,101.12,1.0
25.23,82.34,106.53,1.0
25.28,86.2,103.59,1.0
25.53,82.84,107.21,1.0
25.64,79.16,111.83,1.0
25.55,80.05,110.3,1.0
25.97,80.5,110.15,1.0
26.08,81.13,109.51,1.0
26.16,81.15,109.56,1.0
26.11,81.0,109.49,1.0
25.84,81.64,108.5,1.0
25.54,83.04,106.9,1.0
24.9,84.96,105.19,1.0
24.64,84.97,105.06,1.0
23.85,86.94,102.72,1.0
23.86,87.06,102.53,1.0
24.08,87.93,101.71,1.0
24.13,88.86,100.78,1.0
24.01,88.14,101.85,1.0
24.17,88.6,101.29,1.0
24.19,88.35,101.32,1.0
23.95,85.48,104.89,1.0
23.88,84.43,106.4,1.0
24.17,82.98,107.73,1.0
24.21,82.29,108.23,1.0
24.14,82.43,108.05,1.0
24.03,81.91,108.41,1.0
24.07,81.72,108.71,1.0
24.11,81.69,108.77,1.0
24.1,81.39,109.12,1.0
24.06,81.18,109.42,1.0
24.09,81.33,109.31,1.0
24.38,81.75,109.03,1.0
24.77,83.2,107.54,1.0
24.98,83.95,106.9,1.0
24.9,84.04,106.93,1.0
25.1,85.75,104.76,1.0
25.15,85.49,105.06,1.0
25.14,85.28,105.22,1.0
24.9,85.14,105.44,1.0
24.71,84.71,105.85,1.0
24.7,83.26,107.89,1.0
24.15,79.86,112.0,1.0
24.14,80.41,111.4,1.0
23.93,81.01,110.54,1.0
23.84,82.03,109.31,1.0
23.27,81.52,109.2,1.0
23.28,81.72,108.87,1.0
23.29,81.34,109.41,1.0
23.26,81.19,109.63,1.0
23.31,81.19,109.7,1.0
23.4,81.26,109.37,1.0
23.56,82.49,107.69,1.0
23.65,82.07,108.17,1.0
23.76,82.69,107.54,1.0
23.87,82.57,107.75,1.0
23.72,82.37,107.82,1.0
23.68,82.45,107.61,1.0
23.69,82.44,107.66,1.0
23.73,82.71,107.36,1.0
23.84,82.94,107.38,1.0
23.86,82.89,107.42,1.0
24.03,82.19,108.15,1.0
24.04,82.43,107.93,1.0
23.83,82.21,107.96,1.0
23.8,82.07,108.27,1.0
23.54,81.18,109.33,1.0
23.4,79.97,110.46,1.0
23.72,78.85,111.89,1.0
23.83,79.92,110.66,1.0
24.46,80.83,110.15,1.0
24.26,80.68,110.13,1.0
24.41,83.35,106.67,1.0
25.47,87.53,102.67,1.0
25.82,90.0,99.94,1.0
25.21,88.29,102.81,1.0
25.96,86.68,104.39,1.0
26.97,88.89,101.6,1.0
26.96,88.67,101.92,1.0
27.02,89.67,100.74,1.0
27.15,90.11,100.7,1.0
27.03,90.07,100.97,1.0
25.89,90.05,100.31,1.0
26.28,92.75,97.02,1.0
26.04,91.56,98.44,1.0
26.5,91.46,97.47,1.0
26.56,90.76,98.93,1.0
26.51,90.64,98.74,1.0
26.07,90.67,98.22,1.0
25.93,89.13,100.12,1.0
25.3,87.22,101.43,1.0
25.37,87.88,100.87,1.0
25.15,87.7,101.24,1.0
25.82,88.48,100.75,1.0
27.18,92.37,97.15,1.0
27.77,93.69,95.73,1.0
26.04,90.8,100.89,1.0
25.28,91.44,99.26,1.0
25.39,93.31,97.56,1.0
25.89,94.04,96.77,1.0
26.1,94.11,96.8,1.0
26.35,94.16,96.78,1.0
26.16,93.71,97.46,1.0
26.01,93.23,98.15,1.0
25.72,94.58,96.11,1.0
28.71,97.24,92.89,1.0
28.8,95.84,94.68,1.0
28.96,94.77,95.68,1.0
28.58,92.62,97.73,1.0
28.26,92.91,97.72,1.0
27.98,92.6,97.88,1.0
28.05,92.67,97.93,1.0
28.06,93.0,97.63,1.0
27.7,95.33,94.27,1.0
27.95,93.79,95.55,1.0
26.83,92.17,96.18,1.0
25.24,86.93,101.68,1.0
24.66,84.58,103.91,1.0
24.44,82.68,106.78,1.0
24.36,82.6,107.16,1.0
24.23,81.96,108.07,1.0
23.89,78.62,110.92,1.0
25.71,90.07,98.0,1.0
26.13,93.03,94.53,1.0
26.81,94.13,93.24,1.0
25.55,94.01,92.39,1.0
24.93,93.46,92.68,1.0
25.5,93.69,92.83,1.0
24.98,93.81,92.99,1.0
27.08,96.29,92.7,1.0
30.05,100.56,90.86,1.0
30.88,100.58,90.62,1.0
31.44,100.05,91.44,1.0
31.93,102.24,89.15,1.0
31.08,100.6,89.7,1.0
30.52,100.28,90.21,1.0
30.4,99.5,90.15,1.0
32.52,99.54,91.49,1.0
32.62,99.52,92.27,1.0
32.11,98.88,91.83,1.0
31.91,101.96,89.57,1.0
26.95,98.13,92.69,1.0
25.17,95.13,93.71,1.0
24.55,95.32,93.11,1.0
24.17,90.25,96.56,1.0
23.87,85.65,102.19,1.0
26.52,86.69,102.98,1.0
26.81,88.29,101.98,1.0
26.87,88.58,101.93,1.0
27.09,89.28,101.28,1.0
27.24,89.75,100.82,1.0
27.44,89.92,100.66,1.0
27.66,90.73,99.79,1.0
27.78,90.95,99.61,1.0
28.17,91.83,98.48,1.0
27.89,89.27,101.69,1.0
27.09,89.65,100.94,1.0
26.37,92.58,97.48,1.0
26.56,94.11,95.62,1.0
27.33,94.46,94.46,1.0
26.27,91.13,98.14,1.0
26.59,91.13,98.24,1.0
27.04,91.58,98.71,1.0
27.27,91.57,99.14,1.0
27.14,92.01,98.62,1.0
26.97,92.52,98.03,1.0
26.64,92.6,97.85,1.0
17.42,60.98,127.67,0.0
14.55,51.94,137.48,0.0
13.61,54.39,133.24,0.0
13.41,55.73,131.77,0.0
13.87,67.69,117.84,0.0
15.52,70.93,115.95,0.0
16.58,74.82,112.16,0.0
17.02,75.59,111.5,0.0
18.08,75.94,111.59,0.0
18.03,77.04,110.15,0.0
17.08,75.91,110.81,0.0
16.27,76.41,109.84,0.0
14.9,75.24,110.1,0.0
13.68,72.83,112.15,0.0
11.77,70.1,113.85,0.0
10.39,67.82,114.84,0.0
10.83,69.38,113.63,0.0
10.88,71.15,111.48,0.0
8.77,63.89,117.45,0.0
4.62,57.46,120.46,0.0
0.91,17.29,161.85,0.0
0.84,21.04,157.55,0.0
1.08,13.14,166.48,0.0
0.65,15.13,163.93,0.0
0.26,11.14,167.74,0.0
0.64,14.33,163.31,0.0
1.06,1.53,177.13,0.0
1.19,5.42,175.33,0.0
1.84,8.72,172.36,0.0
2.96,15.63,165.87,0.0
4.31,26.43,155.01,0.0
5.57,36.52,143.78,0.0
5.13,39.77,139.3,0.0
5.34,40.4,138.51,0.0
5.47,42.13,136.99,0.0
5.13,38.54,140.15,0.0
5.63,39.09,140.14,0.0
5.71,39.68,139.62,0.0
5.43,36.13,143.43,0.0
4.31,33.4,145.62,0.0
3.7,31.13,147.71,0.0
3.11,27.57,151.31,0.0
2.44,25.01,154.09,0.0
1.5,23.08,155.22,0.0
1.28,25.72,151.71,0.0
1.82,21.78,155.93,0.0
2.52,19.98,158.28,0.0
4.36,28.0,151.23,0.0
6.1,33.52,146.86,0.0
6.56,37.32,143.23,0.0
6.36,38.43,141.96,0.0
6.02,39.34,140.67,0.0
5.37,38.03,141.41,0.0
3.54,37.19,140.75,0.0
3.35,26.24,152.13,0.0
1.1,19.53,157.61,0.0
2.76,11.93,162.44,0.0
2.58,5.9,170.26,0.0
0.87,12.65,164.24,0.0
0.49,14.89,162.72,0.0
0.29,14.94,162.06,0.0
3.82,24.05,155.95,0.0
6.78,32.75,148.61,0.0
8.46,40.35,140.42,0.0
8.23,42.29,137.16,0.0
8.89,39.68,140.8,0.0
8.6,43.67,136.34,0.0
8.8,44.24,136.04,0.0
8.46,42.4,138.11,0.0
8.05,47.02,132.62,0.0
8.44,45.18,135.06,0.0
9.11,45.27,135.56,0.0
10.33,52.94,127.84,0.0
13.23,55.09,127.61,0.0
12.77,57.82,124.27,0.0
11.45,56.42,124.03,0.0
11.28,56.22,124.09,0.0
10.98,58.39,121.89,0.0
10.56,59.12,120.82,0.0
9.15,55.65,124.07,0.0
8.89,56.04,123.06,0.0
8.36,54.78,123.11,0.0
8.2,53.29,124.1,0.0
8.31,52.92,124.54,0.0
8.24,52.41,125.03,0.0
8.39,51.72,125.88,0.0
9.77,53.38,125.36,0.0
13.01,57.4,123.39,0.0
13.36,54.58,126.98,0.0
13.27,56.01,125.25,0.0
12.86,53.48,130.27,0.0
9.99,48.77,134.4,0.0
1.4,5.05,175.97,0.0
3.02,9.81,172.58,0.0
3.56,15.85,166.51,0.0
3.88,24.47,156.28,0.0
3.37,32.56,145.51,0.0
3.55,34.4,143.28,0.0
1.43,26.17,151.46,0.0
1.28,24.24,153.64,0.0
0.41,14.7,162.81,0.0
6.42,17.08,167.86,0.0
5.48,12.93,171.65,0.0
8.77,41.11,141.77,0.0
12.41,43.71,140.9,0.0
13.8,37.5,149.47,0.0
14.53,45.06,140.14,0.0
15.23,47.57,136.76,0.0
14.57,47.94,135.95,0.0
3.07,12.09,162.65,0.0
4.18,7.54,166.37,0.0
4.93,11.04,161.6,0.0
0.65,21.47,155.75,0.0
3.12,31.71,146.18,0.0
6.66,44.91,133.55,0.0
6.56,43.26,135.79,0.0
6.37,39.91,139.62,0.0
5.82,34.78,144.65,0.0
8.69,44.57,135.9,0.0
9.46,45.39,135.3,0.0
7.09,40.35,138.97,0.0
5.24,37.41,141.22,0.0
2.05,22.26,156.33,0.0
0.73,14.6,162.21,0.0
2.34,14.9,165.29,0.0
3.52,17.36,163.76,0.0
0.0,10.52,167.65,0.0
0.13,6.49,172.11,0.0
1.53,11.54,167.85,0.0
1.35,12.04,166.99,0.0
2.06,12.17,167.63,0.0
0.81,9.37,169.54,0.0
1.26,10.73,168.45,0.0
1.16,10.45,168.64,0.0
2.4,18.56,160.92,0.0
2.84,22.74,156.67,0.0
1.5,27.26,150.18,0.0
1.47,25.11,152.62,0.0
2.25,33.54,143.44,0.0
3.0,35.89,141.07,0.0
3.95,42.55,134.84,0.0
4.62,35.86,143.2,0.0
5.53,52.54,124.84,0.0
6.4,52.39,125.81,0.0
6.56,47.12,130.98,0.0
8.6,37.81,144.59,0.0
6.16,33.09,147.69,0.0
4.09,31.88,146.63,0.0
3.87,32.43,145.6,0.0
4.91,42.41,134.31,0.0
9.46,39.9,142.17,0.0
11.69,52.06,130.51,0.0
12.12,58.31,123.78,0.0
13.94,59.19,124.53,0.0
14.72,56.99,127.61,0.0
16.29,62.85,120.97,0.0
16.01,63.38,121.41,0.0
15.57,47.74,139.14,0.0
11.06,32.43,152.79,0.0
8.05,23.6,160.03,0.0
6.94,21.04,161.84,0.0
6.86,26.76,155.25,0.0
6.7,29.24,152.38,0.0
6.77,29.65,151.91,0.0
8.46,40.83,140.46,0.0
8.83,47.09,133.98,0.0
6.97,38.78,142.09,0.0
3.1,17.15,163.21,0.0
2.18,10.29,170.21,0.0
1.6,9.1,170.69,0.0
0.63,12.11,165.77,0.0
2.96,5.14,169.97,0.0
4.39,3.86,169.66,0.0
4.07,3.98,169.8,0.0
3.39,4.36,170.14,0.0
1.61,9.41,170.16,0.0
3.95,10.04,172.37,0.0
5.07,13.4,169.45,0.0
5.74,13.85,169.85,0.0
5.8,13.8,170.01,0.0
4.21,14.71,167.08,0.0
3.14,11.9,168.95,0.0
2.79,9.27,171.9,0.0
2.05,7.2,173.54,0.0
0.11,4.87,173.97,0.0
0.02,6.92,171.22,0.0
0.4,7.74,170.67,0.0
1.6,8.81,170.83,0.0
1.5,9.48,169.83,0.0
0.25,8.08,169.38,0.0
0.76,8.56,168.17,0.0
2.66,6.21,168.68,0.0
2.62,4.25,171.44,0.0
2.65,2.99,172.92,0.0
3.38,0.85,176.76,0.0
1.91,0.18,177.79,0.0
0.15,3.34,175.47,0.0
1.6,13.9,164.63,0.0
5.23,23.7,156.34,0.0
4.77,23.65,155.97,0.0
4.79,34.43,144.52,0.0
7.1,41.6,139.41,0.0
9.35,46.83,135.08,0.0
9.44,54.72,125.95,0.0
9.18,54.64,126.03,0.0
9.75,58.6,121.78,0.0
10.08,41.05,142.48,0.0
9.47,34.75,149.05,0.0
9.3,31.39,152.71,0.0
8.85,37.58,145.15,0.0
8.7,28.04,155.43,0.0
12.14,40.65,143.63,0.0
13.57,44.73,139.62,0.0
13.43,44.47,139.77,0.0
12.49,37.88,147.08,0.0
11.73,32.47,153.1,0.0
11.82,34.19,150.85,0.0
11.29,33.44,151.17,0.0
11.21,33.26,150.88,0.0
11.38,37.25,146.62,0.0
11.55,39.4,143.93,0.0
11.49,38.05,145.33,0.0
11.53,43.53,138.54,0.0
11.4,39.44,143.86,0.0
11.24,44.33,137.76,0.0
11.3,48.09,133.57,0.0
13.31,56.19,126.37,0.0
13.82,54.27,128.16,0.0
11.47,46.8,135.07,0.0
9.89,40.59,142.0,0.0
9.19,38.29,143.7,0.0
9.8,39.82,141.71,0.0
9.37,39.22,143.06,0.0
8.67,40.99,140.21,0.0
8.42,47.24,133.56,0.0
7.82,43.49,136.84,0.0
7.0,42.42,137.31,0.0
7.06,40.91,139.03,0.0
7.38,39.9,140.44,0.0
6.92,39.66,140.29,0.0
5.94,42.43,136.73,0.0
4.22,37.92,140.06,0.0
3.89,36.16,141.66,0.0
3.64,32.56,145.4,0.0
3.91,27.78,151.38,0.0
3.62,28.65,150.07,0.0
3.76,27.43,151.64,0.0
4.14,29.46,149.78,0.0
3.97,30.72,148.18,0.0
4.44,31.6,147.52,0.0
5.48,32.44,147.66,0.0
5.42,31.98,148.21,0.0
5.25,31.22,149.0,0.0
5.14,31.52,148.58,0.0
4.7,30.48,149.34,0.0
4.55,29.58,150.18,0.0
4.83,32.19,147.58,0.0
5.0,32.88,147.1,0.0
5.1,33.42,146.64,0.0
5.24,41.25,137.19,0.0
6.01,46.0,131.52,0.0
8.24,41.26,138.79,0.0
10.5,42.59,139.94,0.0
9.92,37.75,145.51,0.0
11.56,40.78,143.29,0.0
12.13,44.66,139.35,0.0
11.78,43.7,140.07,0.0
11.89,43.59,140.24,0.0
11.91,43.59,140.21,0.0
11.86,40.31,144.15,0.0
11.64,39.26,145.36,0.0
11.58,39.05,145.58,0.0
11.51,38.39,146.34,0.0
10.05,35.67,147.79,0.0
8.94,34.62,147.41,0.0
8.44,36.56,144.4,0.0
7.79,37.01,143.41,0.0
8.59,40.46,140.12,0.0
8.61,52.11,128.32,0.0
7.94,49.3,131.16,0.0
7.9,48.55,131.54,0.0
7.6,47.57,131.88,0.0
7.65,36.5,144.15,0.0
7.1,28.16,153.1,0.0
7.23,26.38,155.3,0.0
7.47,26.35,155.73,0.0
7.55,25.24,157.14,0.0
7.61,25.34,157.11,0.0
8.22,25.42,157.73,0.0
8.57,26.89,156.44,0.0
9.23,28.4,155.4,0.0
11.61,38.65,144.39,0.0
8.46,40.26,142.37,0.0
7.82,35.83,145.77,0.0
8.12,31.91,150.23,0.0
8.58,34.96,147.66,0.0
5.43,26.6,155.02,0.0
1.85,17.55,161.95,0.0
3.86,32.71,145.92,0.0
0.27,7.49,170.87,0.0
4.07,15.53,166.62,0.0
4.29,20.24,161.43,0.0
3.22,10.79,171.37,0.0
3.78,9.72,173.12,0.0
2.39,4.18,172.35,0.0
1.55,25.29,148.43,0.0
2.67,22.33,150.17,0.0
2.14,22.84,150.16,0.0
1.81,25.35,147.33,0.0
1.66,27.89,145.05,0.0
1.16,25.88,147.61,0.0
0.1,26.79,148.25,0.0
6.26,57.11,118.66,0.0
7.61,60.98,114.93,0.0
8.28,61.82,115.1,0.0
8.74,61.28,116.1,0.0
7.92,51.6,125.6,0.0
7.68,46.79,131.13,0.0
8.58,48.39,128.48,0.0
8.65,47.27,129.99,0.0
8.26,43.61,134.12,0.0
7.89,43.41,133.97,0.0
7.56,42.57,134.8,0.0
6.98,41.24,136.3,0.0
7.4,44.62,133.14,0.0
7.3,40.14,138.4,0.0
5.43,33.33,144.93,0.0
4.96,33.53,144.72,0.0
5.23,29.26,150.48,0.0
5.04,23.96,156.85,0.0
4.53,22.04,158.83,0.0
4.81,19.95,161.58,0.0
5.79,22.39,159.81,0.0
7.17,31.04,151.63,0.0
8.43,31.63,151.23,0.0
10.49,46.14,136.43,0.0
5.18,27.73,151.72,0.0
3.12,22.91,154.98,0.0
1.86,24.06,153.05,0.0
0.86,20.9,155.78,0.0
0.91,15.73,160.02,0.0
2.43,13.48,160.93,0.0
3.82,10.31,163.04,0.0
3.8,7.31,166.97,0.0
3.28,6.15,169.09,0.0
1.2,8.1,169.28,0.0
0.06,13.5,164.01,0.0
1.04,15.41,163.13,0.0
1.66,12.69,166.33,0.0
2.19,15.85,163.33,0.0
6.72,19.62,163.69,0.0
4.29,18.42,162.7,0.0
4.12,17.56,163.53,0.0
4.75,20.87,160.09,0.0
6.46,37.25,142.86,0.0
10.81,55.71,126.57,0.0
9.44,56.71,123.85,0.0
12.26,60.93,122.25,0.0
11.09,64.2,117.23,0.0
10.06,66.32,113.25,0.0
9.87,61.82,118.95,0.0
10.96,54.2,128.83,0.0
8.36,46.16,136.36,0.0
7.7,47.02,134.41,0.0
6.34,43.21,137.38,0.0
5.14,41.32,138.38,0.0
6.24,45.43,135.54,0.0
6.62,44.15,136.83,0.0
6.46,47.54,132.29,0.0
8.09,55.23,123.9,0.0
8.7,54.14,125.2,0.0
8.91,53.15,125.2,0.0
8.97,52.87,125.32,0.0
8.99,53.8,123.33,0.0
9.58,51.77,128.03,0.0
7.95,58.61,119.63,0.0
9.41,59.65,119.71,0.0
11.83,65.15,114.2,0.0
11.13,54.8,127.72,0.0
10.25,48.71,134.95,0.0
8.54,44.46,138.08,0.0
6.21,37.32,143.93,0.0
4.39,33.01,147.12,0.0
4.76,35.29,144.92,0.0
5.06,34.96,145.63,0.0
7.06,46.02,134.73,0.0
8.17,48.35,133.05,0.0
9.24,51.74,130.16,0.0
9.79,44.62,138.95,0.0
9.42,48.57,134.15,0.0
9.43,45.86,136.96,0.0
8.42,46.68,134.67,0.0
2.68,28.35,150.3,0.0
1.5,18.52,160.94,0.0
2.24,9.67,171.6,0.0
7.14,41.75,140.22,0.0
10.66,65.94,114.46,0.0
12.19,64.24,113.8,0.0
13.62,63.19,118.18,0.0
12.27,62.33,118.05,0.0
11.39,53.89,127.27,0.0
14.06,62.59,119.33,0.0
14.17,61.18,121.09,0.0
13.59,60.75,121.53,0.0
12.63,55.88,126.39,0.0
12.9,56.81,125.78,0.0
10.91,52.83,129.41,0.0
10.91,50.69,131.99,0.0
9.91,44.94,137.4,0.0
7.83,41.53,138.69,0.0
7.91,39.37,143.33,0.0
8.77,39.76,143.52,0.0
7.65,37.46,144.73,0.0
8.42,39.78,142.33,0.0
8.17,43.42,138.3,0.0
6.81,34.75,146.12,0.0
6.27,29.49,150.92,0.0
6.37,30.77,149.74,0.0
5.47,30.5,149.74,0.0
4.79,25.77,154.98,0.0
6.42,29.75,152.14,0.0
3.09,25.65,153.12,0.0
3.53,24.32,155.24,0.0
0.66,16.52,161.24,0.0
1.32,14.01,165.15,0.0
2.04,6.79,169.71,0.0
5.45,10.15,174.54,0.0
8.83,22.14,164.28,0.0
10.24,23.08,164.51,0.0
8.39,23.12,162.19,0.0
9.36,23.94,162.35,0.0
9.78,24.44,162.25,0.0
10.37,25.92,161.1,0.0
9.84,23.9,162.93,0.0
11.93,33.21,154.41,0.0
10.69,29.72,156.72,0.0
6.95,16.13,168.66,0.0
5.69,15.37,168.1,0.0
1.49,10.16,169.72,0.0
2.87,10.87,170.87,0.0
3.45,27.24,153.03,0.0
4.56,38.94,140.61,0.0
2.46,11.75,169.53,0.0
1.95,3.77,177.96,0.0
1.52,32.08,144.73,0.0
2.55,23.65,155.37,0.0
3.6,35.25,143.11,0.0
4.07,22.84,158.35,0.0
3.88,26.76,153.43,0.0
3.32,21.57,158.36,0.0
5.35,40.58,138.6,0.0
7.59,50.28,128.85,0.0
5.54,42.94,136.04,0.0
9.87,50.32,131.2,0.0
10.95,44.78,137.25,0.0
9.99,41.82,139.69,0.0
9.49,43.08,138.11,0.0
10.4,42.77,138.56,0.0
13.45,44.34,140.34,0.0
12.25,42.09,141.67,0.0
9.77,43.09,138.21,0.0
9.04,43.08,138.13,0.0
8.33,40.46,140.87,0.0
6.86,31.39,149.27,0.0
6.63,33.54,147.29,0.0
8.3,40.14,141.27,0.0
9.29,34.83,147.56,0.0
8.59,34.92,147.03,0.0
9.25,36.93,144.3,0.0
5.78,26.82,154.35,0.0
6.0,30.6,149.93,0.0
6.08,32.65,148.35,0.0
6.03,31.88,148.85,0.0
5.66,30.8,149.84,0.0
5.63,29.41,151.31,0.0
5.74,28.96,151.93,0.0
5.89,28.95,152.07,0.0
6.0,30.45,150.6,0.0
6.01,29.83,151.31,0.0
4.37,34.87,144.11,0.0
7.84,42.68,138.12,0.0
8.15,41.78,139.06,0.0
8.69,51.93,127.26,0.0
11.43,62.39,117.48,0.0
12.76,63.6,117.56,0.0
14.37,67.88,114.0,0.0
14.83,70.51,111.81,0.0
